settlement_id,payment_id,gross_amount,fee,tax,refund_amount,settlement_amount,currency,settlement_date,utr,status
setl_000000724,pay_000000724,499.51,9.99,1.80,0.00,487.72,INR,2026-08-24,SBIN2295189353,processed
setl_000000725,pay_000000725,7500.37,150.01,27.00,0.00,7323.36,INR,2026-08-29,KKBK8324857808,processed
setl_000000726,pay_000000726,12000.14,240.00,43.20,0.00,11716.94,INR,2026-08-21,SBIN1172146239,processed
setl_000000727,pay_000000727,1999.74,39.99,7.20,0.00,1952.55,INR,2026-08-25,HDFC2401733322,processed
setl_000000728,pay_000000728,1999.62,39.99,7.20,0.00,1952.43,INR,2026-08-22,HDFC7493077954,processed
setl_000000729,pay_000000729,4999.47,99.99,18.00,0.00,4881.48,INR,2026-08-23,AXIS2707498619,processed
setl_000000730,pay_000000730,7500.94,150.02,27.00,0.00,7323.92,INR,2026-08-23,SBIN1376233267,processed
setl_000000731,pay_000000731,899.18,17.98,3.24,0.00,877.96,INR,2026-08-20,SBIN2778948768,processed
setl_000000732,pay_000000732,899.00,17.98,3.24,0.00,877.78,INR,2026-08-23,KKBK8542452431,processed
setl_000000733,pay_000000733,1999.23,39.98,7.20,0.00,1952.05,INR,2026-08-30,KKBK4929345815,processed
setl_000000734,pay_000000734,12000.94,240.02,43.20,0.00,11717.72,INR,2026-08-24,AXIS6600269620,processed
setl_000000735,pay_000000735,2000.53,40.01,7.20,0.00,1953.32,INR,2026-08-19,AXIS3029548895,processed
setl_000000736,pay_000000736,3499.74,69.99,12.60,0.00,3417.15,INR,2026-08-24,AXIS5168804062,processed
setl_000000737,pay_000000737,3499.65,69.99,12.60,0.00,3417.06,INR,2026-08-28,SBIN4514489277,processed
setl_000000738,pay_000000738,7500.88,150.02,27.00,0.00,7323.86,INR,2026-08-19,HDFC5922621459,processed
setl_000000739,pay_000000739,499.37,9.99,1.80,0.00,487.58,INR,2026-08-21,SBIN9397332616,processed
setl_000000740,pay_000000740,1250.69,25.01,4.50,0.00,1221.18,INR,2026-08-22,ICICI4284315878,processed
setl_000000741,pay_000000741,1250.01,25.00,4.50,0.00,1220.51,INR,2026-08-19,AXIS7786248655,processed
setl_000000742,pay_000000742,899.27,17.99,3.24,0.00,878.04,INR,2026-08-19,SBIN4911804606,processed
setl_000000743,pay_000000743,7500.09,150.00,27.00,0.00,7323.09,INR,2026-08-18,KKBK5784450697,processed
setl_000000744,pay_000000744,1250.56,25.01,4.50,0.00,1221.05,INR,2026-08-26,AXIS8263007482,processed
setl_000000745,pay_000000745,899.28,17.99,3.24,0.00,878.05,INR,2026-08-19,AXIS9713455851,processed
setl_000000746,pay_000000746,899.09,17.98,3.24,0.00,877.87,INR,2026-08-17,ICICI5632573038,processed
setl_000000747,pay_000000747,7500.15,150.00,27.00,0.00,7323.15,INR,2026-08-21,HDFC3547672267,processed
setl_000000748,pay_000000748,1999.75,40.00,7.20,0.00,1952.55,INR,2026-08-20,HDFC4360257078,processed
setl_000000749,pay_000000749,3499.45,69.99,12.60,0.00,3416.86,INR,2026-08-19,ICICI9340160676,processed
setl_000000750,pay_000000750,1999.91,40.00,7.20,0.00,1952.71,INR,2026-08-20,HDFC9649996737,processed
setl_000000751,pay_000000751,12000.90,240.02,43.20,0.00,11717.68,INR,2026-08-24,HDFC4969546654,processed
setl_000000752,pay_000000752,1999.65,39.99,7.20,0.00,1952.46,INR,2026-08-20,HDFC6925401543,processed
setl_000000753,pay_000000753,7500.97,150.02,27.00,0.00,7323.95,INR,2026-08-22,HDFC3232212989,processed
setl_000000754,pay_000000754,2000.58,40.01,7.20,0.00,1953.37,INR,2026-08-26,SBIN5791992101,processed
setl_000000755,pay_000000755,1999.08,39.98,7.20,0.00,1951.90,INR,2026-08-30,SBIN8968734873,processed
setl_000000756,pay_000000756,4999.56,99.99,18.00,0.00,4881.57,INR,2026-08-25,SBIN3886628103,processed
setl_000000757,pay_000000757,899.46,17.99,3.24,0.00,878.23,INR,2026-08-20,SBIN5199848083,processed
setl_000000758,pay_000000758,2000.97,40.02,7.20,0.00,1953.75,INR,2026-08-28,SBIN8409679733,processed
setl_000000759,pay_000000759,4999.62,99.99,18.00,0.00,4881.63,INR,2026-08-25,SBIN6824393594,processed
setl_000000760,pay_000000760,1999.80,40.00,7.20,0.00,1952.60,INR,2026-08-19,AXIS7396672521,processed
setl_000000761,pay_000000761,1250.48,25.01,4.50,0.00,1220.97,INR,2026-08-26,SBIN3912449281,processed
setl_000000762,pay_000000762,12000.98,240.02,43.20,0.00,11717.76,INR,2026-08-24,KKBK9918573705,processed
setl_000000763,pay_000000763,12000.43,240.01,43.20,0.00,11717.22,INR,2026-08-29,SBIN7463044261,processed
setl_000000764,pay_000000764,899.49,17.99,3.24,250.00,628.26,INR,2026-08-24,HDFC9550041076,processed
setl_000000765,pay_000000765,1250.62,25.01,4.50,0.00,1221.11,INR,2026-08-23,HDFC8642389509,processed
setl_000000766,pay_000000766,12000.20,240.00,43.20,0.00,11717.00,INR,2026-08-25,HDFC7312821876,processed
setl_000000767,pay_000000767,3499.07,69.98,12.60,0.00,3416.49,INR,2026-08-17,SBIN9494513064,processed
setl_000000768,pay_000000768,3499.48,69.99,12.60,0.00,3416.89,INR,2026-08-18,AXIS3508119100,processed
setl_000000769,pay_000000769,1999.30,39.99,7.20,0.00,1952.11,INR,2026-08-27,HDFC3840004195,processed
setl_000000770,pay_000000770,899.43,17.99,3.24,0.00,878.20,INR,2026-08-19,HDFC9027036016,processed
setl_000000771,pay_000000771,2000.02,40.00,7.20,0.00,1952.82,INR,2026-08-28,SBIN9166493111,processed
setl_000000773,pay_000000773,1250.78,25.02,4.50,0.00,1221.26,INR,2026-08-21,KKBK8161375037,processed
setl_000000774,pay_000000774,2000.33,40.01,7.20,0.00,1953.12,INR,2026-08-17,HDFC3301389619,processed
setl_000000775,pay_000000775,899.75,18.00,3.24,0.00,878.51,INR,2026-08-22,KKBK9984890483,processed
setl_000000776,pay_000000776,2000.64,40.01,7.20,0.00,1953.43,INR,2026-08-29,AXIS4417298242,processed
setl_000000777,pay_000000777,12000.23,240.00,43.20,0.00,11717.03,INR,2026-08-17,SBIN7508461289,processed
setl_000000778,pay_000000778,2000.81,40.02,7.20,0.00,1953.59,INR,2026-08-25,ICICI9324088968,processed
setl_000000779,pay_000000779,3499.59,69.99,12.60,500.00,2917.00,INR,2026-08-19,HDFC3243130794,processed
setl_000000780,pay_000000780,1999.52,39.99,7.20,0.00,1952.33,INR,2026-08-21,SBIN9866648716,processed
setl_000000781,pay_000000781,1999.14,39.98,7.20,0.00,1951.96,INR,2026-08-19,KKBK6309137211,processed
setl_000000782,pay_000000782,12000.55,240.01,43.20,0.00,11717.34,INR,2026-08-23,AXIS7288518038,processed
setl_000000783,pay_000000783,2000.35,40.01,7.20,0.00,1953.14,INR,2026-08-27,AXIS1585965093,processed
setl_000000784,pay_000000784,499.10,9.98,1.80,0.00,487.32,INR,2026-08-22,SBIN4359668379,processed
setl_000000785,pay_000000785,899.50,17.99,3.24,0.00,878.27,INR,2026-08-30,SBIN9146579068,processed
setl_000000786,pay_000000786,899.30,17.99,3.24,0.00,878.07,INR,2026-08-26,KKBK6376474657,processed
setl_000000787,pay_000000787,1999.54,39.99,7.20,0.00,1952.35,INR,2026-08-20,KKBK8461373338,processed
setl_000000788,pay_000000788,2000.75,40.02,7.20,0.00,1953.53,INR,2026-08-17,AXIS7182499837,processed
setl_000000789,pay_000000789,1999.35,39.99,7.20,0.00,1952.16,INR,2026-08-29,HDFC7115094199,processed
setl_000000790,pay_000000790,499.94,10.00,1.80,0.00,488.14,INR,2026-08-27,AXIS9680447616,processed
setl_000000791,pay_000000791,7500.49,150.01,27.00,0.00,7323.48,INR,2026-08-17,SBIN4723534498,processed
setl_000000792,pay_000000792,1250.56,25.01,4.50,0.00,1221.05,INR,2026-08-27,ICICI2277421636,processed
setl_000000793,pay_000000793,7500.60,150.01,27.00,0.00,7323.59,INR,2026-08-28,AXIS4721351171,processed
setl_000000794,pay_000000794,2000.64,40.01,7.20,0.00,1953.43,INR,2026-08-18,HDFC4540774757,processed
setl_000000795,pay_000000795,1250.80,25.02,4.50,0.00,1221.28,INR,2026-08-24,HDFC4272659618,processed
setl_000000796,pay_000000796,1250.31,25.01,4.50,0.00,1220.80,INR,2026-08-25,AXIS1353183979,processed
setl_000000797,pay_000000797,7500.94,150.02,27.00,0.00,7323.92,INR,2026-08-19,SBIN6666776123,processed
setl_000000798,pay_000000798,3499.23,69.98,12.60,0.00,3416.65,INR,2026-08-23,ICICI5657458027,processed
setl_000000799,pay_000000799,899.59,17.99,3.24,0.00,878.36,INR,2026-08-20,HDFC3691344010,processed
setl_000000800,pay_000000800,899.47,17.99,3.24,0.00,878.24,INR,2026-08-19,KKBK2117369169,processed
setl_000000801,pay_000000801,7500.15,150.00,27.00,0.00,7323.15,INR,2026-08-20,SBIN9281920454,processed
setl_000000802,pay_000000802,4999.26,99.99,18.00,0.00,4881.27,INR,2026-08-26,SBIN2640993275,processed
setl_000000803,pay_000000803,4999.18,99.98,18.00,0.00,4881.20,INR,2026-08-17,ICICI2796717941,processed
setl_000000804,pay_000000804,499.60,9.99,1.80,0.00,487.81,INR,2026-08-19,ICICI2967799880,processed
setl_000000805,pay_000000805,2000.09,40.00,7.20,0.00,1952.89,INR,2026-08-18,SBIN8337750465,processed
setl_000000806,pay_000000806,499.32,9.99,1.80,0.00,487.53,INR,2026-08-25,ICICI4478291959,processed
setl_000000807,pay_000000807,1250.33,25.01,4.50,0.00,1220.82,INR,2026-08-19,AXIS9766565058,processed
setl_000000808,pay_000000808,12000.55,240.01,43.20,0.00,11717.34,INR,2026-08-19,ICICI5680002451,processed
setl_000000809,pay_000000809,2000.78,40.02,7.20,0.00,1953.56,INR,2026-08-30,ICICI7142172699,processed
setl_000000810,pay_000000810,1250.71,25.01,4.50,0.00,1221.20,INR,2026-08-30,ICICI9566591713,processed
setl_000000811,pay_000000811,1250.04,25.00,4.50,0.00,1220.54,INR,2026-08-24,ICICI1234364203,processed
setl_000000812,pay_000000812,3499.90,70.00,12.60,0.00,3417.30,INR,2026-08-25,SBIN5470166352,processed
setl_000000813,pay_000000813,899.26,17.99,3.24,0.00,878.03,INR,2026-08-30,ICICI5826058207,processed
setl_000000814,pay_000000814,1250.53,25.01,4.50,0.00,1221.02,INR,2026-08-18,AXIS9607654443,processed
setl_000000815,pay_000000815,899.50,17.99,3.24,0.00,878.27,INR,2026-08-22,AXIS5406473964,processed
setl_000000816,pay_000000816,7500.90,150.02,27.00,0.00,7323.88,INR,2026-08-27,ICICI1124015059,processed
setl_000000817,pay_000000817,7500.41,150.01,27.00,0.00,7323.40,INR,2026-08-28,HDFC9778256009,processed
setl_000000818,pay_000000818,899.70,17.99,3.24,0.00,878.47,INR,2026-08-26,AXIS9828455687,processed
setl_000000819,pay_000000819,899.02,17.98,3.24,0.00,877.80,INR,2026-08-30,ICICI9012328127,processed
setl_000000820,pay_000000820,2000.62,40.01,7.20,0.00,1953.41,INR,2026-08-29,AXIS1662003357,processed
setl_000000821,pay_000000821,899.47,17.99,3.24,0.00,878.24,INR,2026-08-25,KKBK5858839243,processed
setl_000000822,pay_000000822,899.96,18.00,3.24,0.00,878.72,INR,2026-08-23,KKBK7873411172,processed
setl_000000823,pay_000000823,12000.43,240.01,43.20,0.00,11717.22,INR,2026-08-24,SBIN1399206328,processed
setl_000000824,pay_000000824,2000.59,40.01,7.20,250.00,1703.38,INR,2026-08-23,KKBK3253473926,processed
setl_000000825,pay_000000825,499.70,9.99,1.80,0.00,487.91,INR,2026-08-18,ICICI7132061410,processed
setl_000000826,pay_000000826,2000.45,40.01,7.20,0.00,1953.24,INR,2026-08-21,SBIN5700774530,processed
setl_000000827,pay_000000827,899.53,17.99,3.24,0.00,878.30,INR,2026-08-28,SBIN2687738937,processed
setl_000000828,pay_000000828,1250.27,25.01,4.50,0.00,1220.76,INR,2026-08-19,SBIN6433453122,processed
setl_000000829,pay_000000829,4999.14,99.98,18.00,0.00,4881.16,INR,2026-08-17,HDFC1076945301,processed
setl_000000830,pay_000000830,3499.88,70.00,12.60,0.00,3417.28,INR,2026-08-27,SBIN7385424494,processed
setl_000000831,pay_000000831,899.02,17.98,3.24,0.00,877.80,INR,2026-08-28,ICICI1059596634,processed
setl_000000832,pay_000000832,4999.80,100.00,18.00,0.00,4881.80,INR,2026-08-30,ICICI3790611308,processed
setl_000000833,pay_000000833,4999.02,99.98,18.00,0.00,4881.04,INR,2026-08-18,SBIN5931333903,processed
setl_000000834,pay_000000834,7500.02,150.00,27.00,0.00,7323.02,INR,2026-08-30,SBIN9434743977,processed
setl_000000835,pay_000000835,3499.01,69.98,12.60,0.00,3416.43,INR,2026-08-18,KKBK2682482133,processed
setl_000000836,pay_000000836,7500.51,150.01,27.00,0.00,7323.50,INR,2026-08-24,SBIN2248867120,processed
setl_000000837,pay_000000837,4999.73,99.99,18.00,0.00,4881.74,INR,2026-08-22,HDFC3269069059,processed
setl_000000838,pay_000000838,899.63,17.99,3.24,0.00,878.40,INR,2026-08-26,SBIN9113797058,processed
setl_000000839,pay_000000839,1999.60,39.99,7.20,0.00,1952.41,INR,2026-08-22,HDFC5987889148,processed
setl_000000840,pay_000000840,2000.92,40.02,7.20,0.00,1953.70,INR,2026-08-28,AXIS3012051673,processed
setl_000000841,pay_000000841,2000.88,40.02,7.20,0.00,1953.66,INR,2026-08-28,ICICI3670792703,processed
setl_000000842,pay_000000842,4999.63,99.99,18.00,0.00,4881.64,INR,2026-08-21,ICICI3113921661,processed
setl_000000843,pay_000000843,3499.86,70.00,12.60,0.00,3417.26,INR,2026-08-19,AXIS9078430211,processed
setl_000000843_b,pay_000000843,3499.86,70.00,12.60,0.00,3417.26,INR,2026-08-19,AXIS9078430211B,processed
setl_000000844,pay_000000844,1999.15,39.98,7.20,0.00,1951.97,INR,2026-08-25,AXIS2849500820,processed
setl_000000845,pay_000000845,12000.34,240.01,43.20,0.00,11717.13,INR,2026-08-19,AXIS4304435774,processed
setl_000000845_b,pay_000000845,12000.34,240.01,43.20,0.00,11717.13,INR,2026-08-19,AXIS4304435774B,processed
setl_000000846,pay_000000846,899.13,17.98,3.24,0.00,877.91,INR,2026-08-29,SBIN8726589846,processed
setl_000000847,pay_000000847,1250.80,25.02,4.50,0.00,1221.28,INR,2026-08-18,HDFC3178861531,processed
setl_000000848,pay_000000848,12000.63,240.01,43.20,0.00,11717.42,INR,2026-08-28,AXIS8336505786,processed
setl_000000849,pay_000000849,4999.98,100.00,18.00,0.00,4881.98,INR,2026-08-29,ICICI6162079678,processed
setl_000000850,pay_000000850,2000.47,40.01,7.20,0.00,1953.26,INR,2026-08-28,KKBK1735563832,processed
setl_000000851,pay_000000851,4999.52,99.99,18.00,0.00,4881.53,INR,2026-08-23,KKBK1980034265,processed
setl_000000852,pay_000000852,12000.08,240.00,43.20,250.00,11466.88,INR,2026-08-18,SBIN9632663990,processed
setl_000000853,pay_000000853,1250.73,25.01,4.50,0.00,1221.22,INR,2026-08-17,SBIN4260706483,processed
setl_000000854,pay_000000854,3499.44,69.99,12.60,0.00,3416.85,INR,2026-08-17,KKBK9046820375,processed
setl_000000855,pay_000000855,12000.79,240.02,43.20,0.00,11717.57,INR,2026-08-29,SBIN3765440737,processed
setl_000000856,pay_000000856,2000.10,40.00,7.20,0.00,1952.90,INR,2026-08-17,SBIN4330319077,processed
setl_000000857,pay_000000857,1999.11,39.98,7.20,0.00,1951.93,INR,2026-08-25,ICICI7617643635,processed
setl_000000858,pay_000000858,12000.75,240.02,43.20,0.00,11717.53,INR,2026-08-21,ICICI1100595644,processed
setl_000000859,pay_000000859,12000.45,240.01,43.20,0.00,11717.24,INR,2026-08-18,KKBK6896899328,processed
setl_000000860,pay_000000860,7500.43,150.01,27.00,0.00,7323.42,INR,2026-08-20,KKBK4164784001,processed
setl_000000861,pay_000000861,899.41,17.99,3.24,0.00,878.18,INR,2026-08-25,AXIS4167591308,processed
setl_000000862,pay_000000862,4999.10,99.98,18.00,0.00,4881.12,INR,2026-08-18,ICICI8351439626,processed
setl_000000863,pay_000000863,12000.51,240.01,43.20,0.00,11717.30,INR,2026-08-26,SBIN5630286975,processed
setl_000000864,pay_000000864,1250.18,25.00,4.50,0.00,1220.68,INR,2026-08-25,KKBK9475140777,processed
setl_000000865,pay_000000865,7500.04,150.00,27.00,0.00,7323.04,INR,2026-08-28,KKBK6208260061,processed
setl_000000866,pay_000000866,899.47,17.99,3.24,0.00,878.24,INR,2026-08-26,HDFC2755008946,processed
setl_000000867,pay_000000867,7500.03,150.00,27.00,0.00,7323.03,INR,2026-08-29,AXIS6597459437,processed
setl_000000868,pay_000000868,1999.23,39.98,7.20,0.00,1952.05,INR,2026-08-30,AXIS9113438941,processed
setl_000000869,pay_000000869,4999.61,99.99,18.00,0.00,4881.62,INR,2026-08-26,HDFC4738453527,processed
setl_000000870,pay_000000870,1250.64,25.01,4.50,0.00,1221.13,INR,2026-08-27,SBIN3601503399,processed
setl_000000871,pay_000000871,4999.29,99.99,18.00,0.00,4881.30,INR,2026-08-23,AXIS7973263691,processed
setl_000000872,pay_000000872,899.21,17.98,3.24,0.00,877.99,INR,2026-08-28,SBIN8455688681,processed
setl_000000873,pay_000000873,12000.73,240.01,43.20,0.00,11717.52,INR,2026-08-29,HDFC1365725210,processed
setl_000000874,pay_000000874,899.84,18.00,3.24,0.00,878.60,INR,2026-08-25,KKBK4852002754,processed
setl_000000875,pay_000000875,899.68,17.99,3.24,0.00,878.45,INR,2026-08-26,ICICI7784127397,processed
setl_000000876,pay_000000876,1250.53,25.01,4.50,0.00,1221.02,INR,2026-08-17,HDFC6755069588,processed
setl_000000877,pay_000000877,12000.21,240.00,43.20,0.00,11717.01,INR,2026-08-21,HDFC5208149330,processed
setl_000000878,pay_000000878,3499.23,69.98,12.60,0.00,3416.65,INR,2026-08-17,ICICI1726670039,processed
setl_000000879,pay_000000879,4999.15,99.98,18.00,0.00,4881.17,INR,2026-08-17,ICICI6687472117,processed
setl_000000880,pay_000000880,499.40,9.99,1.80,0.00,487.61,INR,2026-08-24,KKBK5789238017,processed
setl_000000881,pay_000000881,499.34,9.99,1.80,0.00,487.55,INR,2026-08-25,SBIN3721039153,processed
setl_000000882,pay_000000882,4999.57,99.99,18.00,0.00,4881.58,INR,2026-08-18,KKBK5834292116,processed
setl_000000883,pay_000000883,1999.68,39.99,7.20,0.00,1952.49,INR,2026-08-23,ICICI5231868728,processed
setl_000000884,pay_000000884,1250.00,25.00,4.50,0.00,1220.50,INR,2026-08-17,SBIN7960982010,processed
setl_000000885,pay_000000885,1999.74,39.99,7.20,0.00,1952.55,INR,2026-08-30,SBIN9586678451,processed
setl_000000886,pay_000000886,2000.11,40.00,7.20,0.00,1952.91,INR,2026-08-23,KKBK3418416972,processed
setl_000000887,pay_000000887,1999.78,40.00,7.20,0.00,1952.58,INR,2026-08-25,AXIS9067148137,processed
setl_000000888,pay_000000888,3499.43,69.99,12.60,0.00,3416.84,INR,2026-08-20,SBIN2172582522,processed
setl_000000889,pay_000000889,7500.00,150.00,27.00,0.00,7323.00,INR,2026-08-17,ICICI9598728606,processed
setl_000000890,pay_000000890,12000.10,240.00,43.20,0.00,11716.90,INR,2026-08-29,SBIN8569730580,processed
setl_000000891,pay_000000891,3499.48,69.99,12.60,0.00,3416.89,INR,2026-08-30,SBIN3887274233,processed
setl_000000892,pay_000000892,3499.24,69.98,12.60,0.00,3416.66,INR,2026-08-24,HDFC5830824012,processed
setl_000000893,pay_000000893,2000.91,40.02,7.20,0.00,1953.69,INR,2026-08-20,AXIS1822536398,processed
setl_000000894,pay_000000894,1999.81,40.00,7.20,0.00,1952.61,INR,2026-08-23,SBIN1898018927,processed
setl_000000895,pay_000000895,1250.95,25.02,4.50,0.00,1221.43,INR,2026-08-18,SBIN1753890647,processed
setl_000000896,pay_000000896,12000.78,240.02,43.20,0.00,11717.56,INR,2026-08-21,AXIS3911896416,processed
setl_000000897,pay_000000897,4999.52,99.99,18.00,0.00,4881.53,INR,2026-08-21,SBIN9326907907,processed
setl_000000898,pay_000000898,1999.06,39.98,7.20,0.00,1951.88,INR,2026-08-21,KKBK4259973452,processed
setl_000000899,pay_000000899,899.73,17.99,3.24,0.00,878.50,INR,2026-08-29,SBIN6130802891,processed
setl_000000900,pay_000000900,1999.25,39.98,7.20,0.00,1952.07,INR,2026-08-19,SBIN5113615245,processed
setl_000000901,pay_000000901,3499.32,69.99,12.60,0.00,3416.73,INR,2026-08-20,SBIN4470587327,processed
setl_000000902,pay_000000902,12000.30,240.01,43.20,0.00,11717.09,INR,2026-08-18,HDFC8823857581,processed
setl_000000903,pay_000000903,899.07,17.98,3.24,0.00,877.85,INR,2026-08-17,SBIN3486504625,processed
setl_000000904,pay_000000904,2000.78,40.02,7.20,0.00,1953.56,INR,2026-08-27,HDFC2898025111,processed
setl_000000905,pay_000000905,4999.51,99.99,18.00,0.00,4881.52,INR,2026-08-18,KKBK5519178084,processed
setl_000000906,pay_000000906,7500.49,150.01,27.00,0.00,7323.48,INR,2026-08-24,KKBK3680094643,processed
setl_000000907,pay_000000907,899.01,17.98,3.24,0.00,877.79,INR,2026-08-26,HDFC1826700966,processed
setl_000000908,pay_000000908,4999.61,99.99,18.00,0.00,4881.62,INR,2026-08-28,ICICI6395707726,processed
setl_000000909,pay_000000909,2000.74,40.01,7.20,0.00,1953.53,INR,2026-08-23,HDFC1259807661,processed
setl_000000910,pay_000000910,1250.60,25.01,4.50,0.00,1221.09,INR,2026-08-21,KKBK4330728529,processed
setl_000000911,pay_000000911,1999.64,39.99,7.20,0.00,1952.45,INR,2026-08-30,HDFC1621053924,processed
setl_000000912,pay_000000912,1999.08,39.98,7.20,0.00,1951.90,INR,2026-08-22,ICICI5194081855,processed
setl_000000913,pay_000000913,2000.53,40.01,7.20,0.00,1953.32,INR,2026-08-22,SBIN9431299488,processed
setl_000000914,pay_000000914,499.81,10.00,1.80,0.00,488.01,INR,2026-08-20,HDFC3130006033,processed
setl_000000915,pay_000000915,4999.23,99.98,18.00,0.00,4881.25,INR,2026-08-30,AXIS2614528899,processed
setl_000000916,pay_000000916,1250.37,25.01,4.50,0.00,1220.86,INR,2026-08-24,HDFC3382382306,processed
setl_000000917,pay_000000917,2000.22,40.00,7.20,0.00,1953.02,INR,2026-08-20,HDFC1855226225,processed
setl_000000918,pay_000000918,1999.02,39.98,7.20,0.00,1951.84,INR,2026-08-19,KKBK2056408479,processed
setl_000000919,pay_000000919,1999.39,39.99,7.20,0.00,1952.20,INR,2026-08-24,ICICI5771575572,processed
setl_000000920,pay_000000920,899.15,17.98,3.24,0.00,877.93,INR,2026-08-19,KKBK9081684463,processed
setl_000000921,pay_000000921,3499.76,70.00,12.60,0.00,3417.16,INR,2026-08-23,SBIN8277194571,processed
setl_000000922,pay_000000922,1250.41,25.01,4.50,0.00,1220.90,INR,2026-08-20,KKBK7594786332,processed
setl_000000923,pay_000000923,1999.93,40.00,7.20,0.00,1952.73,INR,2026-08-18,KKBK9099596606,processed
setl_000000924,pay_000000924,7500.66,150.01,27.00,0.00,7323.65,INR,2026-08-24,SBIN7481786488,processed
setl_000000925,pay_000000925,2000.74,40.01,7.20,0.00,1953.53,INR,2026-08-23,SBIN7420082849,processed
setl_000000926,pay_000000926,1999.39,39.99,7.20,0.00,1952.20,INR,2026-08-23,ICICI6301641456,processed
setl_000000927,pay_000000927,899.37,17.99,3.24,100.00,778.14,INR,2026-08-24,AXIS1364036788,processed
setl_000000928,pay_000000928,7500.59,150.01,27.00,0.00,7323.58,INR,2026-08-23,KKBK6739682547,processed
setl_000000929,pay_000000929,7500.29,150.01,27.00,0.00,7323.28,INR,2026-08-21,SBIN1106163845,processed
setl_000000930,pay_000000930,2000.29,40.01,7.20,0.00,1953.08,INR,2026-08-18,AXIS3764474604,processed
setl_000000931,pay_000000931,2000.95,40.02,7.20,0.00,1953.73,INR,2026-08-30,AXIS6709047877,processed
setl_000000932,pay_000000932,12000.33,240.01,43.20,0.00,11717.12,INR,2026-08-17,KKBK5286358927,processed
setl_000000933,pay_000000933,499.60,9.99,1.80,0.00,487.81,INR,2026-08-27,SBIN9357211829,processed
setl_000000934,pay_000000934,7500.29,150.01,27.00,0.00,7323.28,INR,2026-08-25,ICICI4217519234,processed
setl_000000935,pay_000000935,1999.54,39.99,7.20,0.00,1952.35,INR,2026-08-29,SBIN5663801308,processed
setl_000000936,pay_000000936,1250.73,25.01,4.50,0.00,1221.22,INR,2026-08-30,KKBK5424263300,processed
setl_000000937,pay_000000937,4999.54,99.99,18.00,0.00,4881.55,INR,2026-08-27,AXIS2459525419,processed
setl_000000938,pay_000000938,3499.72,69.99,12.60,0.00,3417.13,INR,2026-08-27,HDFC1597579155,processed
setl_000000939,pay_000000939,899.68,17.99,3.24,0.00,878.45,INR,2026-08-23,ICICI9369571318,processed
setl_000000940,pay_000000940,1250.13,25.00,4.50,0.00,1220.63,INR,2026-08-27,SBIN2308442317,processed
setl_000000941,pay_000000941,1250.25,25.00,4.50,0.00,1220.75,INR,2026-08-18,KKBK3098578259,processed
setl_000000942,pay_000000942,499.47,9.99,1.80,0.00,487.68,INR,2026-08-25,KKBK5595526656,processed
setl_000000943,pay_000000943,899.16,17.98,3.24,0.00,877.94,INR,2026-08-25,SBIN2679784362,processed
setl_000000944,pay_000000944,4999.90,100.00,18.00,0.00,4881.90,INR,2026-08-27,ICICI6178343325,processed
setl_000000945,pay_000000945,1999.00,39.98,7.20,0.00,1951.82,INR,2026-08-19,KKBK7266170179,processed
setl_000000946,pay_000000946,7500.58,150.01,27.00,0.00,7323.57,INR,2026-08-24,ICICI7553503798,processed
setl_000000947,pay_000000947,4999.78,100.00,18.00,0.00,4881.78,INR,2026-08-30,SBIN8698070838,processed
setl_000000948,pay_000000948,7500.49,150.01,27.00,0.00,7323.48,INR,2026-08-27,KKBK8444226103,processed
setl_000000949,pay_000000949,2000.80,40.02,7.20,0.00,1953.58,INR,2026-08-25,HDFC4738939076,processed
setl_000000950,pay_000000950,4999.97,100.00,18.00,0.00,4881.97,INR,2026-08-25,ICICI9197960727,processed
setl_000000951,pay_000000951,7500.21,150.00,27.00,0.00,7323.21,INR,2026-08-21,KKBK6695183060,processed
setl_000000952,pay_000000952,3499.95,70.00,12.60,0.00,3417.35,INR,2026-08-23,HDFC7278829740,processed
setl_000000953,pay_000000953,7500.62,150.01,27.00,0.00,7323.61,INR,2026-08-24,HDFC5881146883,processed
setl_000000954,pay_000000954,2000.20,40.00,7.20,0.00,1953.00,INR,2026-08-19,SBIN5897361184,processed
setl_000000955,pay_000000955,899.85,18.00,3.24,0.00,878.61,INR,2026-08-29,HDFC2678685838,processed
setl_000000956,pay_000000956,499.86,10.00,1.80,0.00,488.06,INR,2026-08-25,AXIS1764247480,processed
setl_000000957,pay_000000957,4999.88,100.00,18.00,0.00,4881.88,INR,2026-08-21,KKBK4852628125,processed
setl_000000958,pay_000000958,1999.47,39.99,7.20,0.00,1952.28,INR,2026-08-20,SBIN4294730573,processed
setl_000000959,pay_000000959,1999.12,39.98,7.20,0.00,1951.94,INR,2026-08-29,HDFC3873116056,processed
setl_000000960,pay_000000960,12000.80,240.02,43.20,0.00,11717.58,INR,2026-08-20,KKBK6700029200,processed
setl_000000961,pay_000000961,899.45,17.99,3.24,250.00,628.22,INR,2026-08-22,HDFC1998185368,processed
setl_000000962,pay_000000962,899.84,18.00,3.24,0.00,878.60,INR,2026-08-30,ICICI2970427638,processed
setl_000000963,pay_000000963,7500.13,150.00,27.00,0.00,7323.13,INR,2026-08-28,ICICI7060614764,processed
setl_000000964,pay_000000964,4999.86,100.00,18.00,0.00,4881.86,INR,2026-08-29,HDFC7871377065,processed
